ORNEK_NO,old_id,new_id,IKLIM_TIPI,ORIJIN,ISLETME_SEKLI,KARISIM_SEKLI,KAPALILIK_DURUMU,LOKAL_KONUM,BOLGE_ADI,MUDURLUK_ADI,SEFLIK_ADI,NAD_X,NAD_Y,PLANDAKI_MESCERE_TIPI,AKTUEL_MES_TIP,BONITET,BOLME_NO,EGIM,BAKI,RAKIM,PAFTA_NO,UTM_X,UTM_Y,IL_ADI,ILCE_ADI,DILIM_NO,ONCEKI_ARAZI,MEVCUT_ARAZI,STATU_VE_TESCIL,STATUSU,TKGM_2021_,TAPUCINSAC,PARSEL_TUR,ARAZI_KUL,ISLETME_DURUMU,ORMAN_FORMU,MULKIYET,KATLILIK_DURUMU,GELISIM_CAGI,KORUMA_AMACLI_ONLEM,KORUMA_AMACLI_ONLEM_SEKLI,İŞLETME_AMAÇLARI,ADAYA_ANIT_AGACI,ADAY_ANIT_AGACI_TURU,ADAY_ANIT_AGACI_BOY,ADAY_ANIT_AGACI_CAP,ADAY_ANIT_AGACI_UTMX,ADAY_ANIT_AGACI_UTMY,DOGAL_GENCLIK,DAGILIM,DIGER_VEJETASYON_TURU,DIGER_VEJETASYON_TIPI,YUZEYSEL_TASLIK,DIS_TOPRAK,DIS_TOPRAK_ORTULU,DIS_TOPRAK_CIPLAK_DURUMU,OLU_ORTU_TIPI,OLU_ORTU_TIPI_ESAS_TUR_KARISIMI,OLU_ORTU_KALINLIGI_MUL,OLU_ORTU_KALINLIGI_HUMUS,OLU_ORTU_CURUNTULU_MUL,MUTLAK_DERINLIK,FIZYOLOJIK_DERINLIK,H1_HORIZON_TASLIGI,H2_HORIZON_TASLIGI,H3_HORIZON_TASLIGI,H4_HORIZON_TASLIGI,H1_HORIZON_KALINLIGI,H2_HORIZON_KALINLIGI,H3_HORIZON,H4__HORIZON,ANKAYA,ANKAYA_NOT,HEDEF_TURU,HEDEF_TURU_ACIKLAMA,DOGALLIK,ORMAN_ZARARLILARI,YAPRAK_KAYIP_ORANI,ENVANTER_EKIBI,ROPERDEN_ORNEK_ALANA_GIDIS,DIGER_GOZLEM,BAG_1,BAG_2,ENVANTER_TARIHI,YIL,BLOK
28303,,,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Alt Yamaç,İSTANBUL,EDİRNE,UZUNKÖPRÜ ,26.768724,41.172209,Ö.A,Ö.A,0,199,10,Kuzey,158,F17-c1,480600,4557900,EDİRNE,Uzunköprü,35,Ziraat,Orman,Statüsüz,,Orman,ÇAKIL BAYIRI DEVLET ORMANI,1,ZİRAAT,Yok,Açıklık Alan,Devlet Ormanı,Yok,NA,Koruma Amaçlı Önlem Var,Tel çit,ÖZEL AĞAÇLANDIRMA,Hayır,,,,,,Yok,Yok,,Yok,,Çıplak,,Yumuşak,Yaprak,Yok,,,,110,110+,35,20,10,,30,30,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uzak,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinatlardan 125° açı ile 46 m mesafededir.",Ağaçlandırma sahası (ceviz),"Nokta, toprak profilinden 104° açı ile 8 m mesafededir.",,02-08-2023,2023,3
28313,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI+IBRELI,Normal Kapalı,Orta Yamaç,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.768818,41.145186,BMc,BMc,0,314,19,Kuzey Doğu,200,F17-c1,480600,4554900,EDİRNE,Uzunköprü,36,Orman,Orman,Statüsüz,,Orman,ORMAN(HARMANLI DERESİ DEVLET ORMANI),1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,NA,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Yok,,,,,,Yeşillenmiş,,Ham Humus,Saf Yapraklı,,,,101,101,5,10,10,,30,40,61,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,Bakıma ihtiyacı var.,Yoldan 15 m,,21-07-2019,2019,4
28323,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Taban,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.768913,41.118162,McMlab3,McMlab3,3,319,9,Güney,220,F17-c4,480600,4551900,EDİRNE,Uzunköprü,36,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Yok,,,,,,Yeşillenmiş,,Ham Humus,Saf Yapraklı,,"0,50",,101,101,,,,,55,65,36,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,"NOKTA GRİFT KAPALILIKTA, OCAKLAR HALİNDE BAKIMA İHTİYAÇ VAR","YOL İŞLEMİYOR, BOZUK",YOLA 60 M.,21-07-2020,2020,5
28373,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,Taban,İSTANBUL,TEKİRDAĞ,MALKARA,26.769386,40.98304,MzGna3,MzGna3,4,643,12,Güney,195,G17-b1,480600,4536900,Tekirdağ,Malkara,36,Orman,Orman,Statüsüz,,Orman,XXX KURU GÖLCÜK DEVLET ORMANI, ,ZİRAAT,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,A,1,Şekil Doldurulacak,Sosyal Baskılı Alanlar,2,,,,,,Yok,,,,,,Yabanlaşmış,,Ham Humus,Saf Yapraklı,,"0,50",,91,91,,,5,,50,60,31,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,ZİRAATA 15 M UZAKLIKTA. YOĞUN KARAÇALI MEVCUT. ORMAN SINIRI İLE ZİRAAT ARASINDA KARAAĞAÇ MEVCUT.,ZİRAATA 15 M UZAKLIKTA,,05-08-2020,2020,5
28423,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,MALKARA,26.769855,40.847916,Mkra3,Mkra3,5,9,24,Güney,153,G17-b4,480600,4521900,Tekirdağ,Malkara,36,Orman,Orman,Statüsüz,,Orman,Orman,1,ZİRAAT,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,A,2,,Toprak Koruma,2,,,,,,Orta,Heterojen,,Yok,,,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,,"0,10",,101,101,,,5,15,20,30,35,36,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,KERMES MEŞESİ GÜRGEN KARIŞIK ARDIÇ VAR.,YOL - TARLA -ORMAN,,27-07-2020,2020,5
28433,,,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,MALKARA,26.769948,40.820891,Çzc3*,Çzc3*,3,49,30,Doğu,160,G17-b4,480600,4518900,Tekirdağ,Malkara,35,Orman,Orman,Statüsüz,,Orman,Orman, ,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,C,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Yok,,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Yapraklı + İbreli Karışık,3,1,1,110,110,,3,5,,,10,100,,Numune Alınmadı,Ulaşılamadı,Kızılçam,Hedef Tür Var,Yapay,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,araçtan noktaya 14 derece 460 metre ,kızılçam ağaçlandırma sahasıdır ,"profilden noktaya 26 derece 8,50 metre ",,05-01-2022,2021,1
32474,,,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI,Normal Kapalı,Orta Yamaç,İSTANBUL,EDİRNE,LALAPAŞA,26.802195,41.928891,Çkab2,Çkab2,1,229,30,Güney Doğu,334,E17-b1,483600,4641900,EDİRNE,Lalapaşa,35,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN, ,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Yok,,,Yok,8,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Saf İbreli,3,1,1,110,110+,5,,20,,0,,1110,,Numune Alındı,,,Hedef Tür Yok,Yapay,Yok,Hasta,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, aracın kaldığı yerden 160 derece açıyla 190 metre uzaklığındadır.",Arazinin doğal formu çok yoğun bir diri örtüyle kaplı olmasına rağmen başarılı karaçam sahasına nokta denk geldi,"Nokta, profil çukuruna 230 derece açıyla ve 12 metre uzaklıktadır.",,01-08-2022,2022,2
32784,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,EDİRNE,UZUNKÖPRÜ ,26.804728,41.091204,MlMzab3,MlMzab3,3,464,40,Güney Batı,242,F17-c4,483600,4548900,EDİRNE,Uzunköprü,35,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,2,,2,110,110+,20,40,45,,30,30,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinatlardan 24° açı ile 263 m mesafededir.",Yok,"Nokta, toprak profilinden 80° açı ile 2,2 m mesafededir.",,02-08-2023,2023,3
32854,,,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,İSTANBUL,TEKİRDAĞ,MALKARA,26.805286,40.902032,Z,Z,0,753,8,Düzlük,225,G17-b1,483600,4527900,Tekirdağ,Malkara,36,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,NA,,,Kadastro Dışı Ağaçlık Alan ,,,,,,,Yok,,,,,,Yok,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Açıklık Alan,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,,NOKTADAN 3 M UZAKLIKTA KARAÇALI MEVCUTTUR.,ZİRAAT,,05-08-2020,2020,5
32864,,,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Sırt,İSTANBUL,TEKİRDAĞ,MALKARA,26.805365,40.875007,Mza3,Mza3,4,753,0,Kuzey Batı,190,G17-b1,483600,4524900,Tekirdağ,Malkara,35,Ziraat,Ziraat,Statüsüz,,Orman Degil, ,1,ZİRAAT,İşletilmeyen ,Açıklık Alan,Özel Orman,Yok,A,Koruma Amaçlı Önlem Yok,,Sosyal Baskılı Alanlar,Hayır,,,,,,Yok,,,Yok,,Çıplak,,Yumuşak,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uygun,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,araçtan noktaya 283 derece 105 metre ,ZİRAAT ARAZİSİ,,,05-01-2022,2021,1
32904,,,Akdeniz kiyi kusagi,Tohum Kökenli,Koru,IBRELI,Orta Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,MALKARA,26.805681,40.766905,ÇzÇkcd2,ÇzÇkcd2,3,391,21,Güney Doğu,139,G17-b4,483600,4512900,Tekirdağ,Malkara,36,Orman,Orman,Statüsüz,,Orman Degil, , ,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,C,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Yok,,,,2,,Yabanlaşmış,,Ham Humus,Saf Yapraklı,,"0,10",,110+,131,,3,2,5,40,50,40,41,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,DENEME NOKTASINDA KARAÇAM VAR. YAKIN ÜSTÜNDE KIZILÇAM VAR.,Yoldan yakla;ik 30 m/,,27-07-2020,2020,5
37290,,,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.83979,41.361494,Z,Z,0,14,9,Düzlük,69,F17-b4,486600,4578900,EDİRNE,Uzunköprü,36,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,NA,,,Kadastro Dışı Ağaçlık Alan ,,,,,,,Yok,,,,,,Yok,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Açıklık Alan,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,,,Yoldan 50m tarlanın icine gidildi. Ornek alanın 70 i açık alana denk geldiginden envanter alınamadı.,,22-07-2020,2020,5
37330,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI+YAPRAKLI,Orta Kapalı,Sırt,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.840055,41.253402,BMc,BMc,0,54,14,Kuzey,107,F17-b4,486600,4566900,EDİRNE,Uzunköprü,35,Orman,Orman,Statüsüz,,Orman Degil, ,2,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,NA,2,,Sosyal Baskılı Alanlar,2,,,,,,Az,Heterojen,,Yok,,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,,1,,91,60,,,,,24,34,35,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,Sosyal baskili alanlar,Orman yolundan 20m iceriye gildildi.,,21-07-2019,2019,4
37380,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.840383,41.118283,MlMcab3,MlMcab3,3,360,20,Kuzey Batı,277,F17-c4,486600,4551900,EDİRNE,Uzunköprü,35,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Az,Heterojen,,Yok,,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,,2,,96,96,,,,,12,22,23,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,,Toprak yoldan 50m ormana gidildi,,21-07-2019,2019,4
37390,,,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,İSTANBUL,TEKİRDAĞ,MALKARA,26.840449,41.091259,Z,Z,0,753,8,Düzlük,210,F17-c4,486600,4548900,Tekirdağ,Malkara,35,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,NA,,,Kadastro Dışı Ağaçlık Alan ,,,,,,,Yok,,,,,,Yok,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Açıklık Alan,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,,Ziraat,Ornek alan acikliga düştüğünden envanter alınmadı,,05-08-2020,2020,5
41893,,,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,İSTANBUL,EDİRNE,EDİRNE,26.875503,41.442607,Z,Z,0,520,7,Düzlük,80,F17-b2,489600,4587900,EDİRNE,Havsa,35,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,NA,,,Kadastro Dışı Ağaçlık Alan ,,,,,,,Yok,,,,,,Yok,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Açıklık Alan,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,,,Yola 170 metre,tarlaya düşüyor,05-08-2019,2019,4
41983,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,Üst Yamaç,İSTANBUL,EDİRNE,UZUNKÖPRÜ ,26.875965,41.199399,McGnab2,McGnab2,3,118,20,Güney,177,F17-c2,489600,4560900,EDİRNE,Uzunköprü,35,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,1,,1,110,110+,4,4,2,,30,30,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinatlardan 231° açı ile 314 m mesafededir.",Yok,"Nokta, toprak profilinden 166° açı ile 7,1 m mesafededir.",,02-08-2023,2023,3
42003,,,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.876067,41.145351,Z,Z,0,371,20,Düzlük,180,F17-c2,489600,4554900,EDİRNE,Uzunköprü,35,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,NA,,,Kadastro Dışı Ağaçlık Alan ,,,,,,,Yok,,,,,,Yok,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Açıklık Alan,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,,,Açıklık Alan alana gelmiştir,,21-07-2020,2020,5
42023,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Taban,İSTANBUL,TEKİRDAĞ,MALKARA,26.876169,41.091303,ÇkMcb3*,ÇkMcb3*,4,559,5,Düzlük,280,F17-c3,489600,4548900,Tekirdağ,Malkara,35,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,2,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Saf Yapraklı,2,,1,110,110,5,5,10,,0,11-65,6610,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,Araçtan Noktaya 29 M 248 Derece ,-,Profilden Noktaya 20 M 145 Derece ,,16-06-2022,2022,2
42033,,,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Üst Yamaç,İSTANBUL,TEKİRDAĞ,MALKARA,26.87622,41.064278,Çkb3*,Çkb3*,4,593,5,Düzlük,207,F17-c3,489600,4545900,Tekirdağ,Malkara,35,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Homojen,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı + İbreli Karışık,2,,2,110,110+,15,15,5,,30,30,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinatlardan 35° açı ile 13 m mesafededir.",Yok,"Nokta, toprak profilinden 341° açı ile 11.4 m mesafededir.",,02-08-2023,2023,3
42083,,,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Üst Yamaç,İSTANBUL,TEKİRDAĞ,MALKARA,26.876472,40.929155,Z,Z,0,753,3,Batı,178,G17-b2,489600,4530900,Tekirdağ,Malkara,35,Mera/Çayır,Mera/Çayır,Statüsüz,,Orman,Orman,2,ZİRAAT,İşletilmeyen ,Açıklık Alan,Devlet Ormanı,Yok,NA,Koruma Amaçlı Önlem Yok,,Kadastro Dışı Ağaçlık Alan ,Hayır,,,,,,Yok,,,Yok,,Örtülü,Yeşillenmiş,,Yok,Yok,,,,110,110+,40,30,25,,30,30,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uzak,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinatlardan 225° açı ile 23 m mesafededir.","Nokta, bal ormanı içinde kalmaktadır. Alanda petekler mecvuttur.","Nokta, toprak profilinden 180° açı ile 14,8 m mesafededir.",,30-07-2023,2023,3
42123,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,KUŞTEPE,26.876673,40.821054,Çza*,Çza*,3,68,25,Güney Doğu,141,G17-b3,489600,4518900,Tekirdağ,Malkara,35,Bilinmiyor,Orman,Statüsüz,,Orman,Orman, ,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Yok,Yok,,Yok,5,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,İbreli Karışık,3,,2,110,110,,10,25,40,,0-20,21-45,46,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,Araçtan Noktaya 82 M  118 Derece ,-,Profilden Noktaya 4 M 30 Derece ,,18-08-2022,2022,2
42133,,,Akdeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,KUŞTEPE,26.876723,40.794029,MzMlab1,MzMlab1,4,231,15,Kuzey Doğu,288,G17-b3,489600,4515900,Tekirdağ,Malkara,35,Bilinmiyor,Orman,Statüsüz,,Orman,Orman, ,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Yok,,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,1,,1,110,110+,8,4,2,,30,30,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinatlardan 50° açı ile 6 m mesafededir.",Yok,"Nokta, toprak profilinden 284° açı ile 7,38 m mesafededir.",,29-07-2023,2023,3
42143,,,Akdeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,İSTANBUL,TEKİRDAĞ,MALKARA,26.876773,40.767003,Mzb3,Mzb3,4,419,37,Güney Batı,443,G17-b3,489600,4512900,Tekirdağ,Malkara,36,Orman,Orman,Statüsüz,,Orman,Orman, ,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Yok,,,,5,,Yeşillenmiş,,Ham Humus,Saf Yapraklı,,"0,10",,101,101,20,25,,,91,101,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,,YOLUN GB İSTİKAMETİNDEN 10 M Mzb3 İÇERİSİNDE BULUNMAKTADIR.,,10-08-2019,2019,4
46527,,,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ,26.911526,41.361572,Z,Z,0,229,4,Düzlük,65,F17-b3,492600,4578900,Kırklareli,Pehlivanköy,35,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,NA,,,Tarım arazisi ,,,,,,,Yok,,,,,,Yok,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Açıklık Alan,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,,,Yoldan 65 metre yürüyerek tarlaya gelindi.,,05-08-2019,2019,4
46537,,,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ,26.911562,41.334549,Z,Z,0,230,9,Düzlük,32,F17-b3,492600,4575900,EDİRNE,Uzunköprü,35,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,NA,,,Tarım arazisi ,,,,,,,Yok,,,,,,Yok,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Açıklık Alan,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,,Nokta tarla yola gelmiştir.,Nokta tarla kenarı yola gelmiştir.,,05-08-2020,2020,5
